Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000025911,Adhfe1,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000025912,Mybl1,0.002855136191523145,-2.5881973109744685,0.01508102763913563,0.036134714446258154,3.591207110631154,0.00004524966912281255,0,-2.1747478009425736,0.29083193466274165
ENSMUSG00000045210,Vcpip1,0.012848112861854152,1.148768283191738,0.6113077241205734,0.007607308304475402,-0.14575848353505183,1,0,-1.52267110436288,0.5576039497399841
ENSMUSG00000097893,1700034P13Rik,0.012848112861854152,1.148768283191738,0.6279023628123617,0.007607308304475402,-0.14575848353505183,1,0,-1.52267110436288,0.5747791786513099
ENSMUSG00000025915,Sgk3,0,-2.6585866388658665,0.22083097889810724,0.011410962456713102,3.661596438522552,0.017950912467519252,0,-0.52267110436288,1
ENSMUSG00000046101,Mcmdc2,0,-1.436194217529419,0.8403252662267426,0.003803654152237701,2.4392040171861042,0.3309867401466125,0,0.6997213169735685,1
ENSMUSG00000098234,Snhg6,0.008565408574569435,0.14876828319173718,1,0.009509135380594252,0.43920401718610425,0.984748367539723,0.00398597448550022,-0.30027868302643235,1
ENSMUSG00000025916,Ppp1r42,0.0885092219372175,0.2680672115640821,0.8403252662267426,0.06085846643580321,-0.5607959828138962,0.42573495873402717,0.0996493621375055,0.4152679275048685,0.8744866218544265
ENSMUSG00000025917,Cops5,0.09136435812874064,-0.07679141722339322,1,0.11601145164324987,0.5046570786747204,0.4068760943577446,0.05580364279700308,-0.7857055101966735,0.5594120474553959
ENSMUSG00000056763,Cspp1,0.01713081714913887,-1.3987195121107545,0.07920634234239181,0.05515298520744666,1.3688146892947062,0.03276106100836498,0.03188779588400176,0.062291396358276074,1
ENSMUSG00000067851,Arfgef1,0.007137840478807863,-0.436194217529418,0.9315480505489089,0.015214616608950803,1.4392040171861042,0.27455331453027576,0,-1.52267110436288,0.5571916856433096
ENSMUSG00000042501,Cpa6,0.021413521436423586,2.563805782470581,0.027548056963354946,0.0019018270761188504,-2.233221324785392,0.0732830058381297,0.00398597448550022,-0.8027790235556154,0.9035479442385519
ENSMUSG00000057715,A830018L16Rik,0.002855136191523145,0.14876828319173718,1,0.003803654152237701,0.8542415164649482,0.8376237753162634,0,-0.03724427719263801,1
ENSMUSG00000101314,Gm29663,0.00571027238304629,2.4706963780791016,0.28043995883611333,0,-1.4676865784224145,0.5846317756304877,0,-0.03724427719263801,1
ENSMUSG00000016918,Sulf1,0,-1.436194217529419,0.8414137081916362,0,-0.7307209842562088,0.7864071240183014,0.00797194897100044,3.8696463184158807,0.19062217762489977
ENSMUSG00000025938,Slco5a1,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000099498,Gm29283,0.007137840478807863,1.1487682831917372,0.6970417066258932,0.0019018270761188504,-0.9531134055926564,0.698990366371472,0.00398597448550022,0.47732889563712,1
ENSMUSG00000005886,Ncoa2,0.02284108953218516,0.9143030295547145,0.5152846389917471,0.015214616608950803,-0.14575848353505183,1,0.00398597448550022,-1.3591723720800006,0.5571916856433096
ENSMUSG00000025935,Tram1,0.047109747160131894,-0.19003363026002074,0.9649297446369074,0.07417125596863516,0.9667162457233611,0.10305273629481006,0.011957923456500659,-1.905140741185293,0.09400631173354801
ENSMUSG00000025932,Eya1,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000092083,Kcnb2,0.002855136191523145,-0.26626921608710585,1,0,-1.7307209842562088,0.4068760943577446,0.011957923456500659,2.6997213169735685,0.23541585859143158
ENSMUSG00000025925,Terf1,0.009992976670331008,-1.0991592302518471,0.4270272220186358,0.028527406141782754,1.3948098978276509,0.13184520011404344,0.011957923456500659,-0.23887813836228844,1
ENSMUSG00000067795,4930444P10Rik,0.06281299621350919,1.3186932846340502,0.05097295707853513,0.036134714446258154,-0.31568348497736487,0.7864071240183014,0,-3.7153161823052754,0.005263460652472682
ENSMUSG00000043716,Rpl7,0.08565408574569434,-0.8512317168082619,0.14493879989236463,0.16736078269845883,0.7753860957537086,0.11109964887585026,0.13153715802150726,0.1529781384829021,1
ENSMUSG00000025921,Rdh10,0.0014275680957615724,-1.436194217529418,0.6455857708998056,0,-1.9531134055926564,0.293692126272665,0.0199298724275011,3.8696463184158807,0.015823694469604976
ENSMUSG00000089982,Gm7568,0.002855136191523145,-2.0736241381447105,0.12701511793980494,0.0019018270761188504,-2.0526490791435714,0.15779165738504153,0.047831693826002636,3.9851235358358172,0.00011856693649951576
ENSMUSG00000025939,Ube2w,0.01142054476609258,-1.851231716808262,0.02566216656445473,0.020920097837307354,-0.6051901021723491,0.5846317756304877,0.09566338765200527,2.606611912582087,0.0002875142014083421
ENSMUSG00000079658,Eloc,0.11848815194821052,0.001926894862466888,1,0.09699318088206137,-0.4111030500560471,0.5846317756304877,0.163424953905509,0.6001856434226536,0.5571916856433096
ENSMUSG00000097744,D030040B21Rik,0.004282704287284718,1.148768283191739,0.8069048318525367,0,-1.4676865784224145,0.5846317756304877,0.00398597448550022,1.2846838176947246,1
ENSMUSG00000025940,Tmem70,0.002855136191523145,-1.5881973109744685,0.36932259387488015,0.015214616608950803,2.0241665179072603,0.11279635024262286,0.00398597448550022,-0.17474780094257358,1
ENSMUSG00000101640,Gm28376,0.009992976670331008,3.148768283191739,0.0699406282445775,0,-2.1457584835350527,0.19973065375784443,0,-0.7153161823052754,1
ENSMUSG00000042686,Jph1,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000100110,Gm28783,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000025777,Gdap1,0.004282704287284718,2.148768283191739,0.4373047672078179,0,-1.1457584835350527,0.7864071240183014,0,0.2846838176947246,1
ENSMUSG00000025776,Crispld1,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000099895,Gm28153,0.002855136191523145,0.733730783912895,0.9315480505489089,0.0019018270761188504,0.2692790157437912,1,0,0.2846838176947246,1
ENSMUSG00000109887,Gm28756,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000025774,Crisp4,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000100538,Gm28340,0,-2.436194217529418,0.4353295314121369,0,-1.7307209842562088,0.49816829036966986,0.0199298724275011,4.869646318415881,0.015405300024781982
ENSMUSG00000043760,Pkhd1,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000089914,4930486I03Rik,0.00571027238304629,-0.5293036219208993,0.9246460978398151,0,-2.730720984256209,0.08122231900868719,0.02790182139850154,2.962755722807362,0.027987784624127633
ENSMUSG00000041859,Mcm3,0,-2.1731598116956246,0.4795584650086241,0.007607308304475402,3.17616961135231,0.08004823229669616,0,-0.03724427719263801,1
ENSMUSG00000025931,Paqr8,0.012848112861854152,0.14876828319173807,1,0.017116443685069652,0.8542415164649482,0.5432250162805095,0,-1.9632436957488615,0.3690542013437659
ENSMUSG00000041809,Efhc1,0.13133626481006466,0.6655592812713151,0.3150623681613411,0.11220779749101217,0.14642226795825852,0.8823272412382798,0.0199298724275011,-2.3782811950277054,0.006118005792374752
ENSMUSG00000041779,Tram2,0.002855136191523145,1.733730783912895,0.6400623725933459,0,-0.7307209842562088,0.7864071240183014,0,0.6997213169735685,1
ENSMUSG00000025934,Gsta3,0,-1.436194217529419,0.9059963296591692,0.003803654152237701,2.4392040171861042,0.37803809682108563,0,0.6997213169735685,1
ENSMUSG00000028033,Kcnq5,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000101227,Gm29506,0,-1.851231716808262,0.6615064786363456,0.005705481228356551,2.854241516464948,0.16476755960727044,0,0.2846838176947246,1
ENSMUSG00000073730,4933415F23Rik,0.14846708195920355,0.08165408733320101,1,0.15024433901338918,0.0993540143014795,0.9783202855901517,0.1195792345650066,-0.2846818279754131,1
ENSMUSG00000026156,B3gat2,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000026155,Smap1,0.17273573958715027,0.9920427795042852,0.06326413174954555,0.015214616608950803,-3.475679369175945,0.0000000006643509392202414,0.23517249464451298,1.1692066002747885,0.04896539266372918
ENSMUSG00000026154,Sdhaf4,0.047109747160131894,-0.049171094420171535,1,0.07036760181639747,0.972886012963567,0.10567404901906471,0.00398597448550022,-2.8650633018099576,0.014308626974822198
ENSMUSG00000026153,Fam135a,0.025696225723708305,0.8117332959141672,0.5961488506484927,0.020920097837307354,0.19127650374251903,1,0,-2.622206777913794,0.1532061547798646
ENSMUSG00000026147,Col9a1,0.002855136191523145,0.733730783912895,0.9315480505489089,0,-1.1457584835350527,0.7864071240183014,0.00398597448550022,1.6997213169735685,0.9118995606322101
ENSMUSG00000026141,Col19a1,0.002855136191523145,-0.26626921608710585,1,0.005705481228356551,1.269279015743792,0.5917585144468877,0,-0.30027868302643235,1
ENSMUSG00000073725,Lmbrd1,0.04425461096860875,2.8268401883043754,0.0004177390419573785,0.003803654152237701,-2.648258824064235,0.004078086725337179,0.00797194897100044,-1.2178165228344593,0.5571916856433096
ENSMUSG00000099392,Gm29414,0.007137840478807863,1.1487682831917372,0.7917395643666805,0,-2.1457584835350527,0.3898065062916265,0.00797194897100044,1.2846838176947237,0.8449388777547258
ENSMUSG00000033569,Adgrb3,0,-1.851231716808262,0.66586151150805,0.005705481228356551,2.854241516464948,0.16765134417248956,0,0.2846838176947246,1
ENSMUSG00000073722,4931408C20Rik,0,-2.1731598116956246,0.4795584650086241,0.0019018270761188504,-0.14575848353505272,1,0.011957923456500659,3.2846838176947246,0.1400558765019776
ENSMUSG00000048411,Gm597,0.002855136191523145,-1.7257008347244032,0.28043995883611333,0.003803654152237701,-1.020227601451193,0.5468966083804789,0.03188779588400176,3.132680724249674,0.007574701402630465
ENSMUSG00000048874,Phf3,0.0014275680957615724,-1.436194217529418,0.6637397137264882,0.009509135380594252,2.4392040171861042,0.13093512530724463,0,-0.52267110436288,1
ENSMUSG00000026064,Ptp4a1,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000086727,4931428L18Rik,0.03711677048980089,0.04567479022763443,1,0.04754567690297126,0.6477906389975212,0.44625611414903266,0.011957923456500659,-1.415755900446368,0.3411928695859196
ENSMUSG00000100910,Gm29128,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000026063,Pih1d3,0,-2.436194217529418,0.3297031766795373,0.009509135380594252,3.4392040171861042,0.03828523299977599,0,-0.30027868302643235,1
ENSMUSG00000026058,Khdrbs2,0.004282704287284718,2.148768283191739,0.4373047672078179,0,-1.1457584835350527,0.7864071240183014,0,0.2846838176947246,1
ENSMUSG00000091318,Gm5415,0.00571027238304629,2.4706963780791016,0.28043995883611333,0,-1.4676865784224145,0.5846317756304877,0,-0.03724427719263801,1
ENSMUSG00000026134,Prim2,0.00571027238304629,-1.1142661226420554,0.5152846389917471,0.019018270761188505,1.7287106343810894,0.09653191894301821,0.00398597448550022,-0.6222067779137941,1
ENSMUSG00000004768,Rab23,0.002855136191523145,-2.266269216087106,0.05965742537328803,0.026625579065663905,2.761132112073466,0.003061149498798577,0.00398597448550022,-0.8027790235556154,0.9035479442385519
ENSMUSG00000042197,Zfp451,0.11277787956516423,0.9788432817494255,0.09646247416013576,0.020920097837307354,-2.380974945229083,0.000026454165748814865,0.13153715802150726,0.8643520187463674,0.2880593023284934
ENSMUSG00000042182,Bend6,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000026131,Dst,0.009992976670331008,-0.938694558058601,0.5872972386021007,0.026625579065663905,1.4392040171861042,0.11041603518105621,0.00797194897100044,-0.5897853002214175,0.963128076017316
ENSMUSG00000042111,Ccdc115,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000026127,Imp4,0.00571027238304629,-1.336658543978504,0.354066730417251,0.022821924913426203,1.9697187338848838,0.0455060091131057,0.00398597448550022,-0.8027790235556154,0.9035479442385519
ENSMUSG00000101223,4930568A12Rik,0.014275680957615725,0.023237401107879307,1,0.019018270761188505,0.7287106343810894,0.5846317756304877,0.00398597448550022,-1.107633605084036,0.7594122323833581
ENSMUSG00000026125,Prss39,0.18986655673628913,0.38196745948476885,0.6686908008170384,0.14834251193727033,-0.2428571716401331,0.7864071240183014,0.1395091069925077,-0.27331163542616244,1
ENSMUSG00000037529,Prss40,0.03997190668132403,0.42178677759815386,0.8335499027314139,0.024723751989545056,-0.6238057803396959,0.5846317756304877,0.0398597448550022,0.35179801355326124,1
ENSMUSG00000045815,1700101I19Rik,0.014275680957615725,1.0232374011078793,0.6400623725933459,0.009509135380594252,-0.020227601451193067,1,0,-1.7153161823052754,0.5765064885949589
ENSMUSG00000037503,Fam168b,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000026123,Plekhb2,0.002855136191523145,0.733730783912895,0.9416963397801664,0.0019018270761188504,0.2692790157437912,1,0,0.2846838176947246,1
ENSMUSG00000104417,Gm37068,0.00571027238304629,1.4706963780791016,0.6400623725933459,0,-1.7307209842562088,0.4238115797924267,0.00398597448550022,0.962755722807362,1
ENSMUSG00000102531,1110002O04Rik,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000103708,Gm33222,0.0014275680957615724,-0.8512317168082619,0.9416963397801664,0.005705481228356551,1.8542415164649482,0.34035092121085153,0,-0.03724427719263801,1
ENSMUSG00000104201,4930535G08Rik,0.004282704287284718,-0.436194217529418,1,0.009509135380594252,1.4392040171861042,0.36927896017551043,0,-0.8852411837475884,0.9035479442385519
ENSMUSG00000037470,Uggt1,0.0014275680957615724,0.14876828319173896,1,0.0019018270761188504,0.8542415164649473,1,0,0.6997213169735685,1
ENSMUSG00000037447,Arid5a,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000102762,4930403P22Rik,0.009992976670331008,0.563805782470582,0.9209082755172365,0,-2.8461982016761445,0.047083707189775774,0.0199298724275011,1.8696463184158807,0.26369407240129256
ENSMUSG00000010453,Kansl3,0.008565408574569435,-0.3658048896380208,0.9439799788653344,0.015214616608950803,1.0241665179072603,0.4539786870756745,0.00398597448550022,-0.6222067779137941,1
ENSMUSG00000037432,Fer1l5,0.01142054476609258,2.318693284634051,0.16685105156325364,0,-2.4676865784224145,0.15689704914422564,0.00398597448550022,0.11475881625241158,1
ENSMUSG00000001143,Lman2l,0.00571027238304629,1.4706963780791016,0.6615064786363456,0,-1.7307209842562088,0.49296956666849856,0.00398597448550022,0.962755722807362,1
ENSMUSG00000037408,Cnnm4,0,-2.851231716808262,0.15709895240943308,0.013312789532831952,3.854241516464948,0.00977555714722406,0,-0.7153161823052754,1
ENSMUSG00000001138,Cnnm3,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000067653,Ankrd23,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000079610,Ankrd39,0.0014275680957615724,-1.1731598116956246,0.8335499027314139,0.007607308304475402,2.17616961135231,0.1984579363139521,0,-0.30027868302643235,1
ENSMUSG00000087589,D430040D24Rik,0.00571027238304629,0.14876828319173807,1,0.007607308304475402,0.8542415164649482,0.7445205696556604,0,-0.8852411837475884,0.9035479442385519
ENSMUSG00000046337,Fam178b,0.09136435812874064,-0.5837514059432758,0.43458479953216045,0.1806735722312908,1.1724174764912032,0.008065842967166958,0.047831693826002636,-1.3368045590515454,0.14476578302872148
ENSMUSG00000061518,Cox5b,0.13133626481006466,0.08801425211264169,1,0.16545895562233998,0.6412477931307499,0.22156052921185926,0.03587377036950198,-1.885241183747588,0.023944671680817015
ENSMUSG00000037351,Actr1b,0.015703249053377298,1.4118026890255315,0.37692762994121437,0.007607308304475402,-0.40879288936884617,0.8376237753162634,0,-1.7153161823052754,0.5765064885949589
ENSMUSG00000102416,4933424G06Rik,0.07423354097960178,2.706763736312625,0.000021366471184285662,0.007607308304475402,-2.6567204028124314,0.00036852027353049513,0.01594389794200088,-1.226278101582655,0.41663652464930184
ENSMUSG00000026116,Tmem131,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000050122,Vwa3b,0.11706058385244894,0.938845213817507,0.12031210055650779,0.026625579065663905,-2.096848883054106,0.00015333594122435268,0.13153715802150726,0.7722338167579359,0.37520281853579274
ENSMUSG00000026113,Inpp4a,0.01142054476609258,1.3186932846340502,0.5513895867538997,0.003803654152237701,-0.8827240777012575,0.6253090539575779,0.00398597448550022,-0.17474780094257358,1
ENSMUSG00000086064,4930439A04Rik,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000026112,Coa5,0.002855136191523145,-1.2662692160871059,0.6587777366124343,0.007607308304475402,0.5912071106311538,0.7864071240183014,0.011957923456500659,1.47732889563712,0.6237830536419923
ENSMUSG00000026111,Unc50,0.004282704287284718,-2.709212711935834,0.002814290299204493,0.05134933105520896,3.33966834363519,0.00000511172967634158,0.00398597448550022,-1.6695124926921512,0.3809570009180892
ENSMUSG00000026110,Mgat4a,0.027123793819469878,2.148768283191738,0.028908955337238116,0,-3.730720984256209,0.001949589942410835,0.01594389794200088,0.2846838176947246,1
ENSMUSG00000026090,2010300C02Rik,0.00571027238304629,1.4706963780791016,0.6529652502108944,0,-1.7307209842562088,0.4712699524716875,0.00398597448550022,0.962755722807362,1
ENSMUSG00000089767,4930556I23Rik,0,-2.1731598116956246,0.5464626836386126,0,-1.4676865784224145,0.5846317756304877,0.01594389794200088,4.606611912582087,0.02990832279056345
ENSMUSG00000060771,Tsga10,0.12562599242701838,0.2494622828112112,0.8403252662267426,0.11030597041489332,-0.08329439658839854,1,0.09566338765200527,-0.27113233736691544,1
ENSMUSG00000037216,Lipt1,0.0014275680957615724,-0.4361942175294189,1,0.003803654152237701,1.4392040171861042,0.5846317756304877,0,0.2846838176947246,1
ENSMUSG00000026088,Mitd1,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000026087,Mrpl30,0.07708867717112491,1.0232374011078789,0.1313766123365828,0.036134714446258154,-0.8461982016761445,0.22220751607524963,0.0398597448550022,-0.4653379292969282,1
ENSMUSG00000058407,Txndc9,0.06852326859655548,0.27162503097727164,0.8764629415599416,0.07417125596863516,0.4212821091888421,0.5846317756304877,0.0199298724275011,-1.589785300221417,0.1532061547798646
ENSMUSG00000026083,Eif5b,0.2926514596311224,2.107348355811757,0.0000007037845681589724,0.07797491012087286,-1.5149922932007711,0.0014846779547044056,0.043845719340502416,-2.0787209131687976,0.007875833090027049
ENSMUSG00000026082,Rev1,0.0014275680957615724,-2.1731598116956246,0.2127339683718935,0.011410962456713102,1.3396683436351902,0.4694082824909203,0.011957923456500659,1.2846838176947246,0.7106249507002651
ENSMUSG00000102716,Gm5099,0.002855136191523145,0.14876828319173718,1,0.0019018270761188504,-0.14575848353505272,1,0.00398597448550022,1.2846838176947246,1
ENSMUSG00000037138,Aff3,0.002855136191523145,0.14876828319173718,1,0,-1.4676865784224145,0.5846317756304877,0.00797194897100044,2.2846838176947246,0.5546881675853964
ENSMUSG00000104188,Gm37821,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000026077,Npas2,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000073702,Rpl31,0.1142054476609258,-0.5988445551739763,0.38365606673704067,0.2225137679059055,1.1075279457471794,0.009659749766977668,0.07174754073900395,-1.0967452889412996,0.24075726366614023
ENSMUSG00000003135,Cnot11,0.00571027238304629,-0.9887352405581966,0.6400623725933459,0.019018270761188505,1.9917450402148837,0.0669340631561579,0,-1.622206777913794,0.5571916856433096
ENSMUSG00000050967,Creg2,0.008565408574569435,0.3711607045281857,1,0.009509135380594252,0.6318490951285005,0.7864071240183014,0,-1.3002786830264323,0.7260753760803825
ENSMUSG00000057173,Rfx8,0.04568217906437032,-0.19915502022856835,0.9691778613703651,0.07797491012087286,1.2021648198852546,0.049163307995113044,0,-3.9247695479342255,0.00315522114432566
ENSMUSG00000101634,1700066B17Rik,0.04425461096860875,1.563805782470582,0.05509017012972442,0,-4.572023238237151,0.000013898174228711155,0.043845719340502416,0.8696463184158807,0.5571916856433096
ENSMUSG00000026068,Il18rap,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000104441,Gm35801,0.0014275680957615724,-0.4361942175294189,1,0,-1.1457584835350527,0.7864071240183014,0.00797194897100044,2.8696463184158807,0.3690542013437659
ENSMUSG00000026065,Slc9a4,0.0014275680957615724,0.14876828319173896,1,0.0019018270761188504,0.8542415164649473,0.789132437506589,0,0.6997213169735685,1
ENSMUSG00000041945,Mfsd9,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000104072,4930448I06Rik,0.008565408574569435,2.9561232052493427,0.11114709615443194,0,-1.9531134055926564,0.293692126272665,0,-0.52267110436288,1
ENSMUSG00000100185,Gm28634,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000060424,Pantr1,0.004282704287284718,1.148768283191739,0.8069048318525367,0.0019018270761188504,-0.14575848353505272,1,0,-0.03724427719263801,1
ENSMUSG00000093436,Gm20646,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000060679,Mrps9,0.021413521436423586,0.24187768758321937,1,0.024723751989545056,0.5741335972722128,0.623418722075856,0.00398597448550022,-1.5732971774328481,0.4753463481529853
ENSMUSG00000070939,Tgfbrap1,0.0014275680957615724,0.14876828319173896,1,0.0019018270761188504,0.8542415164649473,1,0,0.6997213169735685,1
ENSMUSG00000010290,AI597479,0.004282704287284718,-0.6585866388658665,0.8626114740357395,0.009509135380594252,1.1172759222987425,0.5846317756304877,0.00398597448550022,0.11475881625241158,1
ENSMUSG00000008136,Fhl2,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000099576,Gm29040,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
ENSMUSG00000066877,Nck2,0.009992976670331008,1.563805782470581,0.4638838293967815,0,-2.4676865784224145,0.16476755960727044,0.00797194897100044,0.8696463184158807,1
ENSMUSG00000100764,Gm29155,0,-0.851231716808261,1,0,-0.14575848353505272,1,0.00398597448550022,3.2846838176947246,0.5571916856433096
ENSMUSG00000057363,Uxs1,0,-0.851231716808261,1,0.0019018270761188504,1.8542415164649473,0.5846317756304877,0,1.2846838176947246,1
ENSMUSG00000041763,Tpp2,0.03711677048980089,-0.050540525031668615,1,0.05515298520744666,0.9537771900158623,0.17556242770137748,0.00398597448550022,-2.52267110436288,0.04861444070798633
ENSMUSG00000091844,Gm8251,0.008565408574569435,-1.9980731051375331,0.03012659201791483,0.0019018270761188504,-3.315683484977365,0.0011226488301509434,0.11559326007950638,4.191574413303243,0.000000015331857640903683
ENSMUSG00000026049,Tex30,0.018558385244900444,-2.3658048896380204,0.00005076798314789162,0.07987673719699172,0.6080809291955505,0.37780150752492214,0.14748105596350813,1.7252564090807057,0.005386393882093738
ENSMUSG00000041684,Bivm,0.0014275680957615724,1.148768283191739,0.8335499027314139,0,-0.14575848353505272,1,0,1.2846838176947246,1
